LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_1,1,1,34,0,0,0,0,0,59380.65357180001,0.0,59380.65357180001,75.28050493926682,54.95018603644748,531.2073157859638,0.0,0.002154278391953597,0.010021811147570154,8.417386671982005E-5,0.001217398776877237,0.002328543813379935,0.0783843341666986,127.92245888981094,76.23179270051638,0.5884854433896668,0.001267761474673591,0.5884854433896668,4.2033840640208665E-4
Track_2,2,2,33,0,0,0,0,0,57581.23982720001,1799.4137446000002,59380.65357180001,106.18536923699644,232.06403305852507,612.3818168865481,0.0,0.0034029701105033248,0.011504882735385575,3.401008243518037E-4,0.0019990219227904414,0.0032811555769563672,0.06942831837769711,195.9472380576852,117.27755937833086,0.541907966091037,0.0018440966112514478,0.5419079660910369,6.55070986266649E-4
Track_3,3,3,33,0,0,0,0,0,57581.23982720001,1799.4137446000002,59380.65357180001,205.47373739182368,597.2849179899151,536.1587951780326,0.0,0.005353860136649394,0.018320467236749294,1.1343338621268492E-4,0.0043625941595644945,0.005128323514878436,0.08272802287882025,308.28190452969454,208.40406844182698,0.6665124821558636,0.0035684146087935184,0.6665124821558636,4.2423829145100966E-4
Track_4,4,4,34,0,0,0,0,0,59380.65357180001,0.0,59380.65357180001,58.64253080264998,39.987487858297726,602.6646485937372,0.0,0.004750677726489594,0.014300280574630021,6.05258526398016E-5,0.004145239488539565,0.00310687969783709,0.10656833325457923,282.0983483079451,97.59758878101427,0.20787973823453382,9.875696422192873E-4,0.20787973823453387,5.183608440725198E-4
Track_5,5,5,34,0,0,0,0,0,59380.65357180001,0.0,59380.65357180001,109.99028361756756,567.3843436278989,613.676992677822,0.0,0.0038217882153238026,0.00996258533167709,1.7383090886672226E-4,0.0030561922054204342,0.0032834377080024307,0.10076367811245077,226.94028203893055,125.96060708611604,0.48466619777399955,0.001852291563018467,0.48466619777399955,3.4884992705865937E-4
Track_6,6,6,7,0,0,0,0,0,10796.4824676,0.0,10796.4824676,27.429190801416183,708.989469627363,562.2400495263615,0.0,0.003764813984180518,0.007505719664381266,0.0016658803906618388,0.004104329196815867,0.002141517894712511,0.09442764893174171,40.646748173980264,27.429190801416183,0.6748188239809745,0.002540567345311824,0.6748188239809744,3.996495209441808E-4
Track_7,7,7,7,0,0,0,0,0,10796.4824676,0.0,10796.4824676,89.90973042944178,138.21791456385873,587.0234448335261,0.0,0.009109978740961037,0.012418428628318219,0.005157364543047671,0.010886017581657704,0.0030007743156767073,0.07491071788328034,98.35572575699456,89.90973042944178,0.914128076809477,0.008327687346249934,0.914128076809477,2.5685545250096254E-4
