LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_0,0,0,15,0,0,0,0,0,25191.792424400006,1799.4137446000002,26991.206169000005,68.83664339293443,896.8528787413508,933.8372156419249,0.0,0.004319853535285024,0.011644094359264225,0.0014112660470610703,0.004334833332798416,0.0025946940864288413,0.022144872074325878,108.82485356471085,68.83664339293443,0.6325452425442677,0.0027325028022325776,0.6325452425442677,2.4515235676261755E-4
Track_1,1,1,35,0,0,0,0,0,61180.0673164,0.0,61180.0673164,146.14875797937313,803.8392436785007,1000.3675361347434,0.0,0.003193933144740796,0.008719121880367053,1.1209080895509373E-4,0.003262014649982583,0.0028394205321425688,0.026330469389046943,195.405044799323,146.14875797937313,0.7479272509543697,0.0023888296366780283,0.7479272509543696,4.3573656883983335E-4
Track_2,2,2,30,1,0,0,0,1,53982.41233800001,3598.8274892000004,57581.23982720001,148.94150085996506,169.69658695625597,980.6804335213409,0.0,0.004166580641336471,0.01748763458222306,4.773448612439177E-5,0.0018208068132357057,0.005204434269694978,0.02288957213362058,217.7500291541917,153.13995860095042,0.6840022085806362,0.002759074565386182,0.6621915673522599,6.175235289760816E-4
Track_3,3,3,35,0,0,0,0,0,61180.0673164,0.0,61180.0673164,5.531125711026141,859.4165830950885,1006.4076768280412,0.0,0.0010823051408597995,0.005273872967233674,6.145687644256151E-5,6.844447074653568E-4,0.0012255401593199748,0.02546856834420136,66.21550137468834,17.486571749966796,0.08353218802539308,9.040731652715036E-5,0.08353218802539313,5.5169900641181E-4
Track_4,4,4,35,0,0,0,0,0,61180.0673164,0.0,61180.0673164,153.62393920942523,228.86830573041954,1033.9941553124934,0.0,0.004782245228559215,0.02568722547085048,3.571666200067601E-5,0.002636844450375884,0.006348203840467762,0.02517375328711101,292.5780850067855,164.87062785878805,0.5250698773486824,0.0025110129156109087,0.5250698773486824,6.049592080532818E-4
Track_5,5,5,35,0,0,0,0,0,61180.0673164,0.0,61180.0673164,29.340120106474956,100.36848178056772,1003.9056626387999,0.0,0.0012292698391165025,0.004350489021413303,3.812819141687156E-5,8.521907979405403E-4,0.0012296051597678705,0.037644874836717336,75.2068115071678,39.538412843368185,0.39012583459516315,4.795699219279873E-4,0.39012583459516303,7.424486474040026E-4
Track_6,6,6,9,0,0,0,0,0,14395.309956800002,0.0,14395.309956800002,18.005850131155952,939.5720939216008,1000.2863629384467,0.0,0.0019949865791545414,0.00396453497624824,8.392808824316588E-4,0.001750812242523814,0.0011827355301698079,0.024418786788980167,28.718450166585747,18.005850131155952,0.6269784764397199,0.0012508136459160031,0.6269784764397199,3.8592223988384935E-4
