LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_0,0,0,37,0,0,0,0,0,64778.67358920001,0.0,64778.67358920001,183.671999341814,616.4763644352108,551.2922848704811,0.0,0.00423429908162541,0.01924523376491012,1.9999930331482816E-4,0.0020313807416468006,0.004874033586392209,0.08311256907276206,274.2922780876619,191.90132958626407,0.6696214732049939,0.0028353775890285603,0.669621473204994,6.283918276538255E-4
Track_1,1,1,37,0,0,0,0,0,64778.67358920001,0.0,64778.67358920001,13.11481996639956,930.6639934896676,592.375663446055,0.0,0.001525420362215915,0.005770423297571131,2.688912535744948E-4,0.0011255820362084154,0.0012622233978204348,0.09799006460486231,98.81470773030395,30.315151504431785,0.13272133539264194,2.0245582750842372E-4,0.1327213353926419,5.146261607711429E-4
Track_2,2,2,37,0,0,0,0,0,64778.67358920001,0.0,64778.67358920001,33.41790498356647,785.2965074441041,630.4704272543361,0.0,0.001611352110167438,0.006690198137351252,1.492567732880219E-4,0.001198979364373758,0.0014147026346530344,0.10255264732483271,104.38125238180514,37.607391880744274,0.32015236664655694,5.158781915710289E-4,0.320152366646557,7.777030838197109E-4
Track_3,3,3,37,0,0,0,0,0,64778.67358920001,0.0,64778.67358920001,55.45888592376832,899.3456783129357,615.240574804597,0.0,0.002109726309414823,0.007780824566036626,2.496600220080031E-4,0.0016337722184350887,0.0016135883906191445,0.08613722731132765,136.66527196013035,55.45888592376832,0.40580086753822475,8.561287666287521E-4,0.40580086753822464,5.88764056463978E-4
Track_4,4,4,37,0,0,0,0,0,64778.67358920001,0.0,64778.67358920001,39.938528984998705,747.9291939595485,641.457415972673,0.0,0.0022055631840525117,0.007219193976850434,6.180633482557865E-6,0.001886187355974902,0.0015886960147750665,0.10758657854151081,142.87345758009428,41.08554948294357,0.279537778825079,6.165382335284079E-4,0.27953777882507896,5.96992790015861E-4
Track_5,5,5,37,0,0,0,0,0,64778.67358920001,0.0,64778.67358920001,20.99303744208076,842.9837596481727,630.1050943147106,0.0,0.0011179114649706625,0.004634288842422267,1.9329964749100262E-4,8.009677223177934E-4,8.966544028183466E-4,0.09636210609932204,72.41682189095894,22.44095412168197,0.28989172534650665,3.240732833649862E-4,0.28989172534650665,5.927367601803232E-4
Track_6,6,6,37,0,0,0,0,0,64778.67358920001,0.0,64778.67358920001,127.42416633582664,878.6049675823533,566.2299708063921,0.0,0.004085145874176905,0.01430890554324322,4.2291836890776246E-4,0.0032348019011896397,0.0032526233624731076,0.0770140630570618,264.6303311475728,127.42416633582664,0.4815176166059655,0.0019670697048213563,0.4815176166059655,4.6612090010191167E-4
