LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID36864,36864,0,0.09468844532966614,578.2105869350029,3331.4103392191128,0.0,5398.222799100001,3,10.0,1,,27.06532110091743,26.0,13.0,45.0,73753.0,7.508936742310023,0.5985476631995381,2.6992175158124847
ID44480,44480,0,0.10845398157835007,578.1469852290381,3298.22668758076,0.0,21592.891196400004,12,10.0,1,,28.120366972477065,27.0,7.0,54.0,76628.0,11.205832202140163,0.6386349671222815,1.9560382372591787
ID53568,53568,0,0.10258958488702774,578.9334013749112,3247.019939668169,0.0,44985.1899925,25,10.0,1,,27.415412844036698,27.0,8.0,49.0,74707.0,9.774283601340732,0.6279721329159388,2.1638804101867937
ID55681,55681,0,0.1116848886013031,574.5261422718546,3255.9383687635695,0.0,50383.41279160001,28,10.0,1,,29.824954128440368,29.0,9.0,54.0,81273.0,10.802517503110781,0.626648082434206,2.12723226159723
ID41030,41030,0,0.11705771088600159,589.8739742723236,3315.719833770863,0.0,8997.037998500002,5,10.0,1,,30.10238532110092,29.0,9.0,55.0,82029.0,11.571656891164487,0.6584764361277639,2.0656954409600656
ID52870,52870,0,0.10770254582166672,579.4791395159654,3249.528575093899,0.0,43185.78239280001,24,10.0,1,,28.688807339449543,27.0,8.0,53.0,78177.0,10.416934362913004,0.6272709729155085,2.123234074484179
ID60488,60488,0,0.12341420352458954,575.2337141383258,3253.148993577364,0.0,62979.26598950001,35,10.0,1,,32.550825688073395,32.0,9.0,61.0,88701.0,11.982828675030792,0.6379271609346714,2.115968332768609
ID40332,40332,0,0.11592979729175568,585.0532055918004,3303.84543362997,0.0,12595.853197900002,7,10.0,1,,28.862018348623852,27.0,5.0,58.0,78649.0,12.737755326426422,0.6721921667089198,1.8216756538320789
ID52174,52174,0,0.09998119622468948,579.0812154677449,3250.207673464244,0.0,41386.3747931,23,10.0,1,,26.795963302752295,26.0,7.0,50.0,73019.0,9.640539320151184,0.6236095679042025,2.135154015923418
ID36175,36175,0,0.09769114851951599,571.6738738400427,3335.9098093213443,0.0,3598.8151994000004,2,10.0,1,,27.406605504587155,27.0,11.0,45.0,74683.0,7.808733229398617,0.6214608685288541,2.69036976427046
ID43791,43791,0,0.10334881395101547,580.3573211960183,3302.1839647904444,0.0,17994.075997000004,10,10.0,1,,27.451009174311928,26.0,8.0,51.0,74804.0,10.176033389902544,0.6241211965750629,2.0732911091608823
ID58449,58449,0,0.1155916079878807,576.3496162257587,3249.360424672236,0.0,57581.04319040001,32,10.0,1,,30.90935779816514,30.0,9.0,55.0,84228.0,11.020615633165644,0.6293370515602594,2.166638665907484
ID49363,49363,0,0.11329766362905502,571.0662396593397,3252.0189720162325,0.0,34188.7443943,19,10.0,1,,28.594128440366973,27.0,5.0,56.0,77919.0,12.480279687469611,0.6467156549458871,1.7996054546743285
ID50067,50067,0,0.11086883395910263,575.9638681895184,3246.6041802594696,0.0,35988.15199400001,20,10.0,1,,28.720366972477063,28.0,7.0,53.0,78263.0,11.154418068627162,0.6461679413964868,2.021363085501816
ID39636,39636,0,0.12559190392494202,587.7984910491635,3310.8823464554994,0.0,10796.445598200002,6,10.0,1,,30.86532110091743,29.0,5.0,63.0,84108.0,13.502237439594854,0.6885887920867697,1.8643656875958377
ID50774,50774,0,0.10902824252843857,575.3178800816364,3248.659650816751,0.0,37787.5595937,21,10.0,1,,28.36807339449541,27.0,7.0,54.0,77303.0,11.109979876581463,0.6384445777033498,1.9899309768545652
ID48663,48663,0,0.10680119693279266,569.867432672351,3250.169133942005,0.0,32389.336794600003,18,10.0,1,,27.33137614678899,26.0,5.0,54.0,74478.0,11.529757314109641,0.6377569829791524,1.8461929637389567
ID51480,51480,0,0.10673882067203522,576.6265255237536,3250.155324985665,0.0,39586.96719340001,22,10.0,1,,27.92183486238532,27.0,7.0,52.0,76087.0,10.718435386347625,0.63692852434475,2.0272323965732553
ID47963,47963,0,0.11490774899721146,569.3091062518478,3253.34606513879,0.0,30589.929194900003,17,10.0,1,,29.030091743119264,28.0,6.0,59.0,79107.0,12.712186339339434,0.64721702263282,1.7945570247826936
ID43101,43101,0,0.10377123206853867,580.2205443456701,3301.4384871158936,0.0,16194.668397300002,9,10.0,1,,27.952660550458717,27.0,9.0,52.0,76171.0,9.878277039684795,0.6191962014720487,2.1642167375141534
ID38942,38942,0,0.11411109566688538,595.1939491871748,3328.6743038539157,0.0,7197.630398800001,4,10.0,1,,29.72697247706422,28.0,9.0,55.0,81006.0,11.18993784951319,0.6501254638197936,2.0933083836267508
ID47262,47262,0,0.12370506674051285,568.4766101470433,3255.707633223993,0.0,28790.521595200004,16,10.0,1,,31.495412844036696,30.0,7.0,60.0,85825.0,13.268812216196563,0.6486789817753882,1.8678370178261139
ID59810,59810,0,0.11705084890127182,574.9754997022163,3255.340108050046,0.0,61179.85838980001,34,10.0,1,,31.181284403669725,30.0,8.0,57.0,84969.0,11.325585460138448,0.6284147851889627,2.1249303141210154
ID46563,46563,0,0.11730078607797623,569.2839131536617,3271.6100676372553,0.0,25191.706395800004,14,10.0,1,,29.770275229357797,28.0,8.0,57.0,81124.0,12.171772794922274,0.6538331200934998,1.9339010071590912
